A,B,C,D,x,y
23.58044107,21.61316098,16.02127909,142.7733151,55,5
24.04264393,19.86438837,14.46296733,125.6411723,55,5
34.11721208,29.32616697,19.12387158,182.2813098,60,5
27.68518448,21.99472459,15.04687282,137.2158616,60,5
20.79677756,18.08268586,18.31973405,175.5994437,60,5
22.72239871,15.91601959,14.54057095,145.6584184,60,5
27.86606249,17.34992544,12.62290243,153.093432,60,5
27.11380899,17.7773444,17.93011848,133.329824,60,5
27.79167147,22.71085988,16.66337311,146.4579382,60,5
28.88096449,22.24793233,12.60121749,150.8736999,60,5
20.54820262,22.2882758,16.23280256,109.4208343,60,5
18.61951634,15.92672953,11.8317554,127.5932166,60,5
27.52248855,20.95970784,15.8612793,127.5824919,60,5
27.60298083,23.84912425,11.82368459,154.5621489,60,5
21.90890765,15.85963322,14.16402952,127.8122282,65,5
18.8226037,17.39054534,11.45495376,155.0213003,65,5
15.68514305,21.97290739,14.06438904,115.1091204,65,5
24.04965482,25.32745395,14.22254022,153.2070746,65,5
22.6916769,26.85649219,13.31918658,140.7804459,65,5
19.95796137,17.56906508,10.05516199,155.0880008,65,5
22.40304112,25.33297337,12.25283076,146.3805444,65,5
24.86802325,24.52058583,13.22818189,133.3644737,65,5
22.51220606,24.97274401,10.92765329,124.3775328,65,5
18.6903799,16.80894552,13.50858662,130.9531891,65,5
22.01023373,21.97681591,14.89537976,153.6396355,65,5
19.34423668,18.30192412,15.8008464,121.3081472,65,5
20.57084664,19.3738946,15.19669961,191.509188,70,5
21.9602502,26.12206274,11.41919527,178.5450858,70,5
13.21453148,18.24015312,14.3128366,186.2419976,70,5
21.42133567,22.96506691,14.26932787,167.4482695,70,5
18.60935168,20.74992345,12.36924183,184.6106692,70,5
21.3981521,23.43280774,13.80869346,147.072117,70,5
21.23923186,21.16598464,7.796185146,163.075276,70,5
14.88132331,19.06005034,10.64984533,154.7113631,70,5
16.73499127,16.61708512,13.49027056,143.9627381,70,5
17.1984971,18.73207157,15.18466229,188.1980661,70,5
22.91719432,25.56876841,14.02442155,163.3433185,70,5
16.9357687,27.21344478,13.00759314,116.9138997,70,5
17.83132518,23.93699123,13.3041817,163.7013005,75,5
13.1262663,18.42054485,11.83630058,126.3255013,75,5
10.85894007,18.83155743,12.25686709,191.8551209,75,5
12.67797482,20.00512634,12.33458491,153.7681976,75,5
13.97691197,23.2792625,9.54647243,145.3775636,75,5
16.62402545,26.89121067,12.15482372,152.3636607,75,5
19.3753036,26.8929857,11.34045998,179.9475208,75,5
17.39052898,19.47926018,13.46372936,173.6896191,75,5
13.23851259,24.11183752,12.97076374,194.495868,75,5
18.41142223,25.07731704,13.23432385,190.649419,75,5
19.63851187,31.70951185,12.93021356,136.4913955,75,5
22.79929623,30.94478923,12.54981357,193.7139217,75,5
8.316250541,14.47013272,7.777193655,108.0662582,80,5
14.71902175,20.50691368,10.13759258,139.2094041,80,5
13.93548931,28.31872627,9.7259852,133.4686735,80,5
15.80523258,26.81062114,13.35930454,141.6907288,80,5
13.00450517,27.90973691,11.05807375,99.51907302,80,5
10.29581804,21.13896069,10.08592826,120.69287,80,5
11.34830184,22.99507584,9.443016148,116.8713187,80,5
11.92622572,24.23854587,11.91663044,125.3887923,80,5
9.588484281,25.04806,11.27245265,124.1176668,80,5
14.25276718,15.03016102,12.07960198,128.9368092,80,5
14.67968149,21.66587054,8.511562363,100.6144251,80,5
11.18280797,16.26831178,10.66906908,106.5696437,80,5
33.14632314,8.563906078,24.62721151,22.47673441,80,10
62.95516784,19.69309859,36.29640474,23.15599401,80,10
52.18406349,20.45387736,29.77588557,34.56196198,80,10
53.13477632,21.37789497,36.18161097,30.70471681,80,10
55.55204251,18.6314402,31.31825326,34.01930225,80,10
48.24568885,18.02921314,41.43235824,25.2529446,80,10
55.82011826,19.70977377,36.5720306,30.31749871,80,10
63.1063446,16.11377662,35.65797307,29.49649601,80,10
63.33705149,18.8939528,30.97699938,34.8473522,80,10
51.99062137,20.05873137,36.20566595,30.67795314,80,10
58.54973889,19.03048502,28.98127773,31.10122621,80,10
63.64682206,20.29889725,36.74038465,23.43249201,80,10
25.46505869,8.991874102,15.36719933,16.89237928,75,10
31.9419135,10.31640414,12.63385439,18.78239295,75,10
35.23946054,8.036364785,13.0504443,18.22009908,75,10
34.51893697,8.559221515,16.39569596,16.43779357,75,10
32.85021404,8.346310981,18.12134639,18.28814539,75,10
31.93690701,10.69342361,17.77966983,15.41840423,75,10
29.86622761,10.11884165,16.31613375,17.72171067,75,10
34.13399948,8.740154666,13.34001956,17.91309495,75,10
34.93886245,10.1928688,19.21625217,18.75647634,75,10
29.84323788,11.5111374,19.45198076,13.19540565,75,10
27.45865689,9.723711749,16.35787532,17.29831213,75,10
26.52599458,9.285953961,19.52843373,15.36353881,75,10
56.07702479,15.52808186,22.8060601,25.80802554,70,10
55.81335448,15.30959799,21.55615303,33.85804694,70,10
66.24947621,16.75846894,28.32577078,36.85581021,70,10
64.44256536,17.05303631,33.18339126,40.28600739,70,10
66.46705381,19.05993135,26.57246677,28.93455637,70,10
44.87160635,17.57831062,28.99343943,40.60914878,70,10
65.65474925,18.30539186,36.43741324,42.59608935,70,10
60.93174307,18.84038555,34.77360394,35.16708797,70,10
45.64908328,17.12364356,30.4367304,41.56341244,70,10
59.79021779,19.30982262,26.27597774,30.65794145,70,10
61.4482158,18.24871518,24.05514089,38.55064769,70,10
63.75205277,17.36057728,25.90502817,30.56024706,70,10
46.68355872,17.04410713,24.3689083,37.81989214,65,10
51.57161771,21.11174855,32.15401487,34.95944511,65,10
60.17985352,14.26433745,33.76256071,44.47648639,65,10
62.66443753,19.16989985,27.06890162,45.43437818,65,10
61.58187867,18.015917,26.62537843,46.32048505,65,10
49.08874253,20.4541065,31.31104807,34.72876851,65,10
61.18719226,16.63310644,34.82322315,44.72448045,65,10
56.12543358,19.92659579,30.56249822,37.21867541,65,10
59.45674985,16.09435731,22.82357995,34.48922004,65,10
62.9492847,19.44462365,32.67905739,43.55614926,65,10
50.10231587,20.00789165,24.29697767,37.37393005,65,10
55.840525,18.07929661,30.37520941,36.19892537,65,10
37.07576147,13.11294317,22.49593952,40.74154941,60,10
47.49212155,20.24163025,25.25031783,41.90983947,60,10
39.10243636,15.04205746,25.07328742,40.17812623,60,10
43.22764634,17.21296437,23.81395087,39.86929035,60,10
53.70934236,21.53839418,21.26055226,40.1387621,60,10
51.65172229,16.76532468,20.47459938,41.73117707,60,10
44.29218023,16.27525048,22.98752841,39.25470647,60,10
44.00121687,12.63779695,26.18181541,38.4576984,60,10
37.01497077,16.65201384,24.30777828,38.93616356,60,10
33.17482938,10.96920271,26.51885126,31.90532501,60,10
40.78942163,16.29309775,21.37841336,43.18922555,60,10
45.05071869,14.3835043,24.72203133,41.00073699,60,10
59.41656198,18.17221365,30.41727529,56.37122317,55,10
57.66336869,18.80977826,31.67952562,44.93526516,55,10
46.24007873,20.54080673,26.69534573,51.95893141,55,10
58.1200553,15.97402783,25.74741178,37.52253329,55,10
52.02634295,17.70088487,28.59791984,39.66124925,55,10
48.39385021,17.77716194,30.86542656,39.39663104,55,10
45.01203663,18.82431985,29.95805681,58.44584775,55,10
36.86992186,15.42124385,23.27495496,46.50051634,55,10
36.73504941,16.80563525,29.79254406,57.46116711,55,10
44.58100192,19.24567266,26.71077187,49.88054156,55,10
53.27019765,16.68810191,27.74003087,52.58828535,55,10
47.66677342,18.82580704,25.5265904,49.98803644,55,10
52.04567488,15.06317135,23.81152745,45.86435901,50,10
56.120257,14.79791703,31.3995443,67.94040929,50,10
48.43783879,21.26534518,36.24618452,51.06486204,50,10
44.10820025,17.6953001,32.76939419,53.61763761,50,10
62.51693197,20.1804321,27.21165675,74.93515202,50,10
59.60594964,19.26508209,31.05568666,63.1449715,50,10
59.62408134,22.15124699,30.25144209,67.88703116,50,10
61.87016843,18.55948433,31.84176207,70.32049061,50,10
52.9758104,18.24836355,29.71480696,58.50775491,50,10
54.84944068,16.75442206,29.01561791,56.56930087,50,10
58.20862193,16.73321057,33.62438343,72.34076703,50,10
60.21804389,19.10727123,31.4997393,57.36879918,50,10
37.47962261,20.80883003,27.72162527,67.46756971,45,10
29.52626654,15.5367724,19.91587137,61.74317004,45,10
35.37289766,16.57411237,28.17574267,56.70190715,45,10
58.65471225,16.04202994,34.03801125,59.17804086,45,10
43.48365267,21.11108283,30.55691529,80.71849786,45,10
48.1076058,21.88498603,22.22237715,79.49273428,45,10
55.07984366,20.6897557,25.89362371,78.3671076,45,10
49.7483272,20.10384478,30.11074346,80.51784123,45,10
48.43461859,19.07347101,31.18536466,81.60140227,45,10
57.81243153,19.03087859,33.00776961,60.86048333,45,10
41.5438204,16.76025892,32.20696404,79.9172277,45,10
52.53290307,18.52993633,30.94525656,62.62496652,45,10
52.21372902,18.2472216,21.67756381,86.23677804,40,10
46.62149508,18.26114857,29.46092016,96.97011874,40,10
67.35025428,25.83313721,35.82562133,109.6472473,40,10
66.72120829,28.2003394,25.65492022,104.7160138,40,10
51.21243501,27.9686351,25.03158021,90.88518849,40,10
52.23061811,15.18332975,26.31754616,97.92879165,40,10
50.3116272,19.76715504,19.74179592,93.10726365,40,10
26.10956114,13.24730582,15.77980846,61.79424403,40,10
39.5210525,15.29446817,30.50570611,78.19884023,40,10
45.59088069,24.27247492,27.35425957,73.21617205,40,10
42.95560955,14.46653084,23.96465104,88.08401434,40,10
46.65418699,15.42772848,27.85909308,61.58361423,40,10
42.22245777,23.89853665,27.41248069,107.1053399,35,10
47.41808576,21.0215387,29.96168871,95.84052811,35,10
49.04736645,26.54941397,32.2759333,121.1523765,35,10
35.69787335,24.1378048,31.44032754,89.68475886,35,10
56.15635246,28.96033698,30.26287867,116.6351244,35,10
49.84004103,19.45066734,30.12006974,97.06809482,35,10
55.78029009,25.11353258,26.77572095,101.2515203,35,10
51.98355662,27.2980048,20.8310481,96.82767905,35,10
54.18313379,27.91129949,29.48167567,124.9714969,35,10
56.77806388,27.98257179,28.39535174,102.1929932,35,10
52.96695618,22.51677918,29.27014067,96.78378943,35,10
47.977465,29.18861481,21.8486737,94.55236447,35,10
47.41278721,25.178791,33.64585549,117.292201,30,10
48.67177227,30.13719204,27.43947102,129.0107376,30,10
35.81424671,25.93399579,32.04953049,114.2582111,30,10
37.14652228,22.35163609,22.80743561,107.4198153,30,10
51.65768916,26.54765666,31.29992412,91.95070954,30,10
33.34861425,28.32039499,26.6496151,136.6581337,30,10
51.61670292,22.89415506,23.56596479,96.129187,30,10
39.13795045,21.23888139,24.01612661,132.9355912,30,10
36.48050781,20.60551306,21.67184547,105.8415412,30,10
37.68178764,27.29019416,24.55016621,114.312858,30,10
37.35239298,19.08467825,22.43650182,105.5091587,30,10
49.85872674,20.00246654,22.4590039,131.7027622,30,10
31.58888419,18.82126603,22.29640149,129.1509794,25,10
30.48888466,15.66985159,16.93947484,121.7667438,25,10
18.30591561,14.69152831,12.69243014,77.55585759,25,10
42.8764084,22.19013984,25.67941735,138.2667784,25,10
41.62478717,24.83078281,20.4730476,142.8531514,25,10
30.27569968,30.29837728,28.51036833,132.912034,25,10
42.8194117,28.92646167,19.66936536,115.1266372,25,10
33.88451327,20.83845979,25.11342919,145.3382349,25,10
27.57329524,18.83449559,24.3433051,99.38139487,25,10
35.35377371,27.56060126,18.27034031,121.2432465,25,10
30.26805451,19.53990793,19.77056473,122.8444006,25,10
33.57086534,19.82447512,23.90546333,125.0948359,25,10
31.36034427,25.57753394,15.23916062,116.1770345,20,10
28.753503,17.30670675,19.57562676,100.4335463,20,10
32.19987043,19.29073643,14.38628026,121.1123617,20,10
30.96763967,18.49988221,14.63780271,119.0390515,20,10
33.29898442,23.96036289,20.65855399,122.6042058,20,10
31.68582914,26.44976785,22.65267627,85.72498658,20,10
28.68450585,15.77465594,15.43789419,121.0530985,20,10
30.13324682,19.85179445,14.60679842,120.562213,20,10
24.11599853,23.49419919,17.11957429,117.084203,20,10
33.04513938,21.74001225,16.54259005,118.2981924,20,10
32.89607272,16.87430258,19.13652359,84.64445556,20,10
27.41255194,16.70014481,15.86928599,122.1400191,20,10
20.18264517,18.54469932,12.89414957,108.1539927,15,10
33.45552406,25.97455304,20.65616519,137.2745801,15,10
20.50168166,25.79005689,19.25456069,97.51398708,15,10
30.34184373,27.99418548,19.04887047,133.2418519,15,10
20.92997761,19.66110517,20.50323368,101.3850182,15,10
31.7056995,26.852201,20.22844394,134.6272517,15,10
28.70161905,18.85842574,18.08794427,110.8647197,15,10
29.27830213,26.35791174,13.55779188,129.680634,15,10
31.51207484,22.67482778,17.54993587,96.60768749,15,10
30.68226925,26.37402201,17.66369195,129.615096,15,10
22.39025392,19.82337726,14.6152791,116.5348221,15,10
30.17524455,27.08730935,16.19489324,121.0387772,15,10
16.92107366,20.78781379,12.24774771,127.3668455,10,10
24.14926811,25.87254458,15.00580797,133.0374878,10,10
20.01040549,25.25223259,14.45289597,127.1444827,10,10
22.69585509,20.09394595,15.16429189,131.7815936,10,10
17.6408851,17.84248722,13.7783275,125.1252046,10,10
17.44540686,20.72596045,13.44195149,125.880615,10,10
18.86472182,18.31235349,13.36141776,126.8984759,10,10
18.68261311,19.3634071,15.26151095,127.7422668,10,10
23.3744943,23.45164207,16.7430713,141.7317601,10,10
19.40470484,18.79553152,13.53044465,121.178915,10,10
20.86033279,19.53900946,15.78847147,125.9375463,10,10
18.54754664,24.43024674,16.17072593,128.656977,10,10
14.47600409,17.59087796,11.96405456,77.86788486,5,10
16.16182373,16.53391316,10.1281008,112.7704697,5,10
13.78636836,12.04463007,10.0258365,87.20260469,5,10
10.64305464,14.81376487,7.838153498,86.63092595,5,10
13.35022295,14.41524148,11.7237934,106.8585084,5,10
22.23820814,23.34114258,14.92766265,111.1551773,5,10
21.49539239,20.98293565,16.39841256,147.6826384,5,10
21.83139055,19.82782312,16.01104132,147.6259278,5,10
22.163106,20.56486389,14.29186698,116.7773779,5,10
21.38532758,22.42478725,16.20034117,149.0025048,5,10
14.27341975,19.89025681,10.70764122,121.6852484,5,10
21.15206376,27.13854839,14.24112006,136.0342886,5,10
12.62372061,23.27537062,10.29653521,135.2149472,0,10
14.65318648,29.47416821,13.49234582,135.1818792,0,10
18.760899,27.26099944,9.696924352,115.5317377,0,10
16.64756102,29.7648654,13.70319667,152.7242672,0,10
15.63935594,19.99395962,13.38596061,147.6981746,0,10
15.85880165,21.71437121,14.06724152,116.0272372,0,10
13.67335572,21.1529077,14.2154179,133.7574176,0,10
20.05249149,22.80599796,13.78685025,108.8893005,0,10
13.7479603,17.98848459,12.21415822,158.676144,0,10
19.88741879,27.87293501,15.68804555,103.2093893,0,10
18.9894798,19.86045794,9.58811594,127.3962439,0,10
15.33887856,28.65773257,10.49871304,123.9463214,0,10
60.21510143,12.65037339,30.31812999,39.95941647,0,15
58.85248275,16.04943467,28.34441569,41.07703581,0,15
57.31192898,12.2288605,38.11767386,35.95380919,0,15
54.37438646,18.33280827,28.02292326,31.80536602,0,15
40.70439341,15.1933862,37.24881871,28.27675806,0,15
47.41413325,19.34548124,38.80637103,42.55067901,0,15
63.64907389,20.36142864,37.6004984,28.74703214,0,15
45.63853673,22.15641553,32.51375779,35.35849171,0,15
64.11208777,20.88705491,41.41822389,43.2768213,0,15
58.68657142,17.54711133,44.28800845,29.47139058,0,15
47.67627258,18.59750433,33.96798703,36.05578733,0,15
64.91914144,21.89054146,32.74278938,42.18985689,0,15
45.31101387,18.2145658,28.91313871,35.8750641,5,15
61.04952483,18.4268945,30.01454061,38.44254783,5,15
40.53766021,14.75981031,32.99458879,37.8116664,5,15
60.48270514,18.49358528,37.44007565,42.30044419,5,15
59.40160923,14.90716327,35.60378389,35.97898285,5,15
63.10566985,19.93329758,31.68331698,35.26749344,5,15
41.14240785,17.38110396,29.67095439,38.72031743,5,15
61.80232388,17.87027301,28.75052155,40.76084546,5,15
47.23956554,14.65900987,32.20913523,43.41917833,5,15
32.23607841,11.31549486,20.6189175,24.67855619,5,15
26.84743246,9.027462099,20.17296926,24.71252693,5,15
31.18628618,9.290956564,16.43058199,26.58473429,5,15
31.14999216,11.2818778,21.86032255,29.80158863,10,15
38.23726286,13.3718284,25.55388805,42.12358486,10,15
36.08697885,23.78248214,34.4096768,49.09226847,10,15
48.42405749,13.00529719,34.62729145,47.35761218,10,15
40.77327737,18.54196647,24.44937307,38.56579975,10,15
53.79744913,17.32173142,34.44894343,35.18731341,10,15
44.81420763,16.26246711,34.4650132,47.45443598,10,15
54.09322697,29.12529542,35.21198248,36.47436635,10,15
50.18065166,9.796944011,30.43571497,37.51182301,10,15
43.49111855,16.39506311,34.42956531,46.74109019,10,15
52.30482181,17.69612628,29.01344298,38.58424911,10,15
38.54330967,11.22132996,24.56716608,39.02310634,10,15
48.51031045,16.15105424,32.83316779,47.76948363,15,15
54.36134987,20.58651421,35.01083931,43.01314734,15,15
51.21819926,16.50092365,23.84136282,40.65856377,15,15
36.44639955,21.14330181,33.95000529,55.15492389,15,15
48.7967735,14.25706889,34.90444735,38.37500585,15,15
36.08098836,18.27646405,28.39598079,46.88339653,15,15
45.27038926,18.17229234,33.64091362,55.26461554,15,15
35.57001292,17.32150663,27.38380433,49.80319329,15,15
46.38085476,20.4557159,29.87796129,47.48847478,15,15
38.88649,17.88991114,34.13653798,54.68436563,15,15
48.68630651,18.33961716,34.80021693,37.60289652,15,15
45.08811691,17.13014636,29.02048204,47.52469887,15,15
36.10293065,15.52565172,26.81623543,51.58888637,20,15
54.80785712,15.03557069,35.47594959,64.84816328,20,15
58.70842769,20.2487991,38.38752871,71.7095508,20,15
61.06192276,18.97404379,38.37757865,72.32402493,20,15
56.25779285,19.96876192,34.81356791,64.53543458,20,15
56.4536389,19.1236775,36.13857012,65.6878584,20,15
56.99123535,16.54120694,35.59517871,63.64313431,20,15
56.56366776,22.77827076,35.30887205,65.90362599,20,15
55.51335901,19.84473752,35.0397137,66.09389442,20,15
40.16871227,22.85603803,37.71167989,50.72505078,20,15
55.58237434,22.42497632,35.47093569,64.71829887,20,15
54.04758102,17.93029202,32.06285357,55.10424678,20,15
54.32036176,25.14049187,34.85791861,75.33642897,25,15
44.57420029,22.65514065,24.9952773,61.56429892,25,15
38.13813001,23.36476326,29.46357792,79.07800827,25,15
53.21014563,17.59974966,29.27020507,51.03403391,25,15
40.21061407,19.88450551,33.31149453,54.03603636,25,15
34.49534005,20.00508234,28.1152759,76.90611357,25,15
39.4445002,19.77960249,29.81680693,77.9847889,25,15
31.879263,13.41257162,20.05190289,49.20089763,25,15
36.31194745,13.48048285,18.54730955,48.4557584,25,15
37.1355499,14.85014485,20.25100542,49.56075722,25,15
31.69568752,12.81498775,22.46026314,51.06202479,25,15
35.83906679,10.11736594,20.66455511,50.13246367,25,15
50.07023969,22.87777554,29.10745733,78.16315073,30,15
50.47819069,23.95095746,26.82781385,75.24476969,30,15
51.22559439,19.88688533,35.14972438,89.4768373,30,15
35.15019504,25.12560579,31.71100662,76.40419881,30,15
48.02546016,24.33101935,30.71792474,80.44517293,30,15
35.18736761,23.01919914,27.25267105,76.34983331,30,15
49.32643608,27.10747984,26.81137228,80.43506287,30,15
51.76529931,27.16513056,27.82972257,62.34781996,30,15
36.42958458,24.8638953,30.08397846,88.78971003,30,15
42.36313065,16.27006231,27.22853368,71.66508423,30,15
37.51956045,16.79329891,26.22579563,64.35525342,30,15
42.2555739,15.82814956,22.03292891,62.99477016,30,15
43.59619832,25.66626751,28.55572642,87.6203983,35,15
34.98444745,26.66590076,29.45227717,97.83880453,35,15
50.27573028,28.70709431,24.74791553,101.3661262,35,15
49.62365423,28.025802,29.35051052,92.89369378,35,15
51.5070138,28.62135557,36.28351156,110.418275,35,15
43.91062759,26.27616879,24.74098548,90.26683797,35,15
49.96190445,31.92402159,30.57745239,113.1691373,35,15
45.96119133,31.74885311,34.70443889,98.63615616,35,15
