A,B,C,D,x,y
48.07447251,24.87145234,32.65818406,89.804954,35,15
35.35177231,22.67642702,30.0953106,96.10148332,35,15
50.58211296,26.73282403,32.17114373,89.7517006,35,15
49.64381056,30.66606171,29.26432181,95.1090655,35,15
20.18628725,15.23363853,18.37887482,67.74991147,40,15
43.05538651,29.86314102,25.77968931,106.7976254,40,15
45.768268,33.08786944,28.73683065,101.9723731,40,15
35.78943712,24.59389119,27.26106998,102.8889817,40,15
43.83179742,29.54597033,31.25048182,113.5153306,40,15
44.95488843,31.42863787,27.65519655,104.7353146,40,15
36.29140275,27.88172773,23.42297886,92.99093713,40,15
42.00674522,29.36162604,27.49911583,97.24012533,40,15
35.38446775,20.05846954,23.78485603,96.84873932,40,15
37.12504358,22.00509026,25.96717856,117.3092968,40,15
34.89310478,28.87593345,29.21996044,90.86718423,40,15
30.04518345,19.61515907,23.72364446,107.5757837,40,15
13.04981019,11.42335371,11.30410316,58.90134627,45,15
37.30524608,26.71592968,19.34091411,114.0849152,45,15
23.76811519,17.9505524,19.08143925,104.3812707,45,15
34.16664914,24.50583929,18.61060097,125.613519,45,15
30.92163852,24.36758321,21.76386368,126.0331875,45,15
33.05000791,24.78625425,24.54610516,106.5236029,45,15
33.24113035,23.23630189,21.43769796,75.02413337,45,15
32.85698564,26.51642606,24.05140073,104.7955623,45,15
22.66085569,27.01821064,25.75874512,74.70429539,45,15
20.76362708,19.88600011,16.48556629,96.67824963,45,15
21.8460079,13.11673855,17.09857235,56.77142164,45,15
21.86441812,17.48236486,12.92752602,77.27322201,45,15
15.52780082,16.7956511,12.75344663,71.9801024,50,15
20.41767713,17.25098964,11.94791131,75.33999305,50,15
21.33881159,18.52030191,13.13016897,58.68271217,50,15
20.07776439,15.47059235,16.17444857,81.13178573,50,15
15.39086714,15.66084111,11.37247342,79.7143943,50,15
20.33964715,19.00709836,11.82033115,58.80498844,50,15
14.04741702,14.69694739,15.66665836,60.31331604,50,15
18.40010974,15.1843054,11.06788032,78.55760655,50,15
15.95682957,15.30759219,10.85356631,79.89135469,50,15
13.22766306,13.48978433,13.19981058,78.4716159,50,15
17.15549066,17.36550418,14.01214562,72.81515619,50,15
19.67317932,14.52769485,11.38674961,76.98529942,50,15
15.49565216,13.89851151,12.48589847,80.22667255,55,15
19.12219201,18.69189432,13.54536041,71.86645329,55,15
17.40658587,19.77543232,14.31602283,81.82618299,55,15
25.64825377,23.19527947,20.53635233,116.2861035,55,15
17.61926358,26.9902223,22.73493898,81.70432748,55,15
16.93356799,27.76632006,20.73995303,124.7649944,55,15
17.62351119,20.28927443,16.83713624,112.810218,55,15
23.96125735,28.40253804,21.02805132,110.9071528,55,15
22.51832504,19.88795358,21.09438299,124.571307,55,15
17.94857923,28.66050683,21.18506889,83.87834876,55,15
24.61921018,26.70414774,20.47173259,113.3173842,55,15
16.1097005,19.72834335,12.81076726,77.97921012,55,15
20.69733072,28.30348852,18.92148457,90.91161051,60,15
14.51161384,25.17265511,14.46934427,107.4605551,60,15
20.37684254,25.58929101,18.25709494,120.537469,60,15
19.53949167,28.17071998,20.40177989,85.22207584,60,15
18.38163407,21.21378048,17.56109679,132.2792978,60,15
15.3830495,29.56098722,19.97311256,85.32626515,60,15
23.30584989,28.79855443,15.99708835,107.8278848,60,15
21.37522934,24.07548978,16.98372926,100.6992499,60,15
19.70163445,25.56164525,18.25422062,132.6820985,60,15
18.71181703,22.29721741,15.58032042,102.6565866,60,15
15.49693095,16.77093657,10.47623266,92.22632004,60,15
14.80617432,19.93838266,15.32649044,69.02364832,60,15
14.73314795,22.90350123,13.82931809,115.6667886,65,15
17.9514279,23.06860705,17.67413963,133.3735781,65,15
17.1182671,27.15087276,14.47381539,117.8847563,65,15
23.22092688,22.89063274,18.09538834,139.7443945,65,15
21.06199722,23.18279337,17.34117779,135.5027155,65,15
19.96256675,31.24503525,16.76290219,130.4522093,65,15
17.66682865,20.91664092,17.52966871,105.8037713,65,15
21.23969738,32.67086938,17.47437241,132.8719499,65,15
21.18534212,30.79111029,13.65783594,96.86145156,65,15
20.21126158,25.81804905,15.13956004,141.7768816,65,15
15.69121472,30.44929536,15.20573525,125.9616321,65,15
17.17246168,29.56147675,11.95348786,108.1637584,65,15
7.358535034,13.07336456,8.439208191,71.33257139,70,15
15.70528217,28.31295321,16.08024094,132.9802591,70,15
17.77803101,32.30700619,10.84554783,102.3990489,70,15
13.51584203,31.08980103,11.96926672,110.3793399,70,15
11.48715514,31.55273301,12.89965601,133.884188,70,15
17.5135849,31.13561558,12.31868101,98.87188892,70,15
11.65775949,29.66137104,13.97677582,140.0775453,70,15
17.10515005,33.29971218,12.98019468,100.3357998,70,15
15.93106187,32.7094166,11.28110067,100.8616623,70,15
14.71829752,33.94322833,13.81120282,142.3752071,70,15
17.13235045,30.39611025,13.78474649,104.0051079,70,15
10.65520903,22.57928921,12.89087597,111.8976257,70,15
11.06178326,20.7270638,8.698511415,90.637764,75,15
8.088581839,17.78039134,9.119754872,84.57698564,75,15
7.830774543,13.01723809,8.44784817,85.19647105,75,15
12.94137113,22.36714232,9.752632457,94.266204,75,15
11.95285056,20.37213551,9.482021472,70.32972082,75,15
9.126117462,23.30972229,10.21128935,100.6841868,75,15
9.469959141,14.25044008,9.025388052,70.6328594,75,15
12.18819427,24.78383726,11.81163363,117.6066001,75,15
8.500361949,22.53033502,7.69320671,86.19969909,75,15
7.522828495,15.98518586,8.194051304,97.6454671,75,15
16.42894012,26.94598425,15.62868776,145.2806459,75,15
15.28613812,29.53607993,14.68212853,121.9642156,75,15
13.23070998,22.61643885,11.46684816,120.5360145,80,15
12.59430666,25.31276269,14.10337779,173.9057396,80,15
16.57089551,37.95611239,16.39827626,194.0518129,80,15
6.662421947,17.02415514,10.26786903,47.63009198,80,20
6.821122626,21.65150052,12.79015426,83.24800151,80,20
9.023057124,28.40089946,7.738340606,65.72477958,80,20
6.670372054,26.66312363,12.04681764,65.71271485,80,20
10.20936071,23.46016614,10.61973328,84.338288,80,20
11.54850407,22.51124573,9.601139929,61.55072206,80,20
4.144469436,20.32296683,10.96654457,84.34337685,80,20
10.92682666,30.86296556,8.597894258,79.14278921,80,20
8.897617747,30.19761158,8.982353734,64.64948638,80,20
8.501672306,22.42064926,11.40103479,57.61629633,80,20
8.283988754,30.15250149,8.794586208,80.67293713,80,20
11.05625687,30.02472256,12.48281076,80.98302391,80,20
11.64708587,22.25747585,9.443460592,64.02657899,75,20
7.272971305,14.55820415,12.55641657,57.0615947,75,20
8.639180518,18.79521051,7.730570967,64.32008318,75,20
7.91632118,22.14433307,7.997519567,61.2921817,75,20
7.945008809,22.59451347,12.15727748,71.94705117,75,20
9.50184828,22.94368033,12.33092089,68.90607781,75,20
9.43593507,20.23074624,12.1478273,58.60880565,75,20
7.280848807,22.45030232,11.01984846,52.35117867,75,20
7.518588277,16.04758644,9.841437204,73.88196296,75,20
9.90488493,17.47953361,8.682441998,49.81686662,75,20
8.170259847,19.36103315,11.83724483,65.24284051,75,20
8.23794579,14.69875086,8.732362707,60.42465951,75,20
12.43104607,19.44309043,10.368366,75.79305855,70,20
11.34727242,25.90362046,11.34593653,73.65047126,70,20
11.0469334,19.83613275,11.31425295,73.74632575,70,20
9.605397266,28.54142125,12.78420865,68.6426736,70,20
9.569748363,29.16649018,15.83629148,76.91895339,70,20
7.212917028,22.05685779,11.89689179,59.49013192,70,20
10.90303466,23.92363318,10.68586766,71.63065318,70,20
9.837367703,19.13335111,12.5075254,50.681102,70,20
7.3050773,18.99068301,12.677867,68.53034304,70,20
7.256036612,17.78945868,10.67457786,57.20732158,70,20
8.782474127,24.14186337,11.12186433,73.1767869,70,20
9.359720838,16.46157957,12.08194571,47.7009846,70,20
14.89215425,32.32739004,20.42991799,75.04595052,65,20
15.94321649,37.01858975,19.42159303,88.59615337,65,20
11.18329717,27.96798241,16.1857762,81.32277995,65,20
15.00933433,32.66122802,19.24326306,72.78296498,65,20
12.48319693,27.82966537,16.67594191,87.12784033,65,20
11.84585685,24.09246196,15.88973951,48.3108022,65,20
11.48883735,21.04676531,15.14418475,71.4471556,65,20
10.56948051,19.35865544,15.95027958,50.20188656,65,20
13.43842167,19.33143804,11.3124981,68.61461235,65,20
11.87835115,16.7449341,11.30157044,58.18820119,65,20
12.08819286,20.46020268,14.19510091,50.60438342,65,20
9.425024195,24.29582989,13.82787781,58.69435065,65,20
15.02054477,19.38832544,17.39151224,66.85381209,60,20
11.25800598,14.12732574,16.16551822,67.06259856,60,20
18.2866209,24.33057645,22.73455562,87.57448147,60,20
13.42749563,16.91173646,15.50214396,59.9412844,60,20
9.922812679,18.12918002,13.16524101,56.2914038,60,20
9.739325624,19.35441574,13.33572038,55.466395,60,20
10.85861144,21.94382532,13.34488206,57.56429743,60,20
10.14968953,18.33450051,11.66476354,52.95901487,60,20
12.78147199,18.3314093,11.9693377,52.54716012,60,20
12.70151091,19.94212713,16.93069935,64.02326006,60,20
11.52598819,14.18347712,16.63129484,51.97730085,60,20
14.47869528,23.49136343,15.62378001,63.13644475,60,20
16.34609036,23.02523754,15.97935547,74.82025393,55,20
18.78982162,25.62690857,18.54318391,81.01516583,55,20
19.83630513,25.24743691,23.93712496,88.1348815,55,20
15.64708663,29.86992691,24.03098885,62.90859527,55,20
15.0142137,28.16764823,22.83406233,83.64135169,55,20
17.48907349,31.59337741,24.1776917,89.19973136,55,20
16.83220913,30.02229526,22.27493568,77.64239178,55,20
22.09774348,30.97466351,23.91639143,78.9844433,55,20
21.89832156,32.11154509,16.95619636,63.89869203,55,20
17.6710076,24.6010041,24.85677051,61.75752056,55,20
23.3063214,31.05353643,23.90101614,82.01061949,55,20
18.69138527,26.99703847,25.27672433,87.31438616,55,20
16.73310997,14.69155076,21.51261666,59.19278717,50,20
24.27810251,33.78242498,22.14268353,69.56830781,50,20
26.60086319,27.03811283,19.90605078,79.38195518,50,20
24.57134405,33.94612049,19.61525404,66.02276008,50,20
25.45540686,26.7206942,19.54420114,82.55914908,50,20
24.30098803,20.74943643,29.28909212,63.74508872,50,20
25.18891136,29.45888876,28.80623649,60.73399952,50,20
23.06419606,29.89897548,18.41480994,80.68890925,50,20
19.15368059,29.2356179,22.5605854,81.87072868,50,20
17.65150512,32.4385669,23.78943827,73.73017575,50,20
21.08624936,23.91751039,26.32755242,82.3817472,50,20
13.45405729,26.52276367,24.11294183,83.30753623,50,20
20.51558569,15.78008311,17.35112078,61.33559406,45,20
22.57043608,21.83597716,26.24797861,66.38855645,45,20
14.79860211,14.0872183,24.30215065,60.87220027,45,20
22.03590614,19.72894485,28.19349098,69.1718824,45,20
23.973521,18.2265299,23.16085964,48.2713403,45,20
27.05240074,27.71833018,19.19728326,70.73851725,45,20
20.84933978,18.26295073,24.23944466,74.65865317,45,20
23.88934908,18.86029669,27.97647938,60.32913261,45,20
25.13247381,24.52912442,20.85174077,73.73617035,45,20
25.09923094,26.56561941,29.3732632,49.27165571,45,20
25.70566647,21.95196387,29.08435629,52.29750755,45,20
17.99664283,17.6565467,24.85527518,75.07397753,45,20
23.79082622,21.25242185,24.7505842,59.44435984,40,20
24.91180855,23.31996823,25.1270694,57.69308668,40,20
28.52473453,20.80134788,24.39291273,66.47387392,40,20
23.87351987,21.36029109,30.77914919,65.58624555,40,20
23.32993591,16.81135174,23.27049502,51.8024209,40,20
30.41204414,24.96136053,22.79660638,67.0120596,40,20
23.8357262,16.92082675,27.69014272,61.2636096,40,20
24.31466528,19.69870238,28.42587144,49.43747161,40,20
20.27832814,19.58617309,28.334571,54.02543889,40,20
19.39357226,18.638444,28.53644367,54.87326688,40,20
27.44266066,16.92056082,30.61413859,64.57824745,40,20
21.6249686,17.61976861,29.56318458,56.42030415,40,20
20.75358569,22.59559778,28.93169728,52.50334772,35,20
30.21871886,17.94521376,24.55849526,57.69916374,35,20
24.52977187,14.59210409,28.6367752,59.36794396,35,20
25.95207212,25.02306805,37.41478022,70.38941693,35,20
29.15960209,18.00021723,35.35944888,70.77848835,35,20
34.53539949,30.50408804,38.3016906,58.36652914,35,20
39.2620515,24.3684274,41.07974913,74.29922961,35,20
28.54728045,32.20326464,38.96358379,75.46114434,35,20
28.08868828,25.52062612,38.95867702,69.57958797,35,20
18.59506097,18.28242098,32.98370168,40.10164258,35,20
24.19643325,16.80815947,34.94428461,64.06462319,35,20
19.28384404,20.81410339,25.01718766,56.71161166,35,20
25.59328834,18.19228573,21.39775075,43.62282678,30,20
35.19193752,24.73715945,37.50453852,58.49249017,30,20
36.37858526,20.44800435,30.43372706,47.82570789,30,20
34.82240007,24.89265898,43.16681074,64.52555712,30,20
39.26696493,22.99160184,39.827486,51.61109588,30,20
37.43309451,23.71163349,29.84736758,63.6233124,30,20
30.9113469,20.38520743,31.00708996,53.62428123,30,20
41.65792337,27.77801496,34.4393449,66.28147905,30,20
35.23523327,23.02011953,41.56314655,48.44833066,30,20
35.74769745,22.63222428,29.61288257,61.03956047,30,20
27.51071439,24.93075322,31.92264771,55.1021487,30,20
30.27317288,17.87591138,27.44689747,50.79283588,30,20
19.99664622,10.32620286,28.87927082,28.54804173,25,20
36.99552712,19.13117477,28.8695449,41.01994706,25,20
35.27714064,29.35709006,38.96330733,43.19866443,25,20
40.53363853,21.38209836,28.21953309,49.65456896,25,20
33.73148348,16.99759965,38.11459622,46.95847366,25,20
35.47555255,21.12657376,29.71275954,47.7101883,25,20
41.18813086,21.73428599,36.11222682,35.00543343,25,20
34.32609437,22.38350851,43.74491855,34.77142696,25,20
28.33180395,22.22866138,42.20655729,52.98700767,25,20
34.36870635,22.47379206,36.67920083,47.40724327,25,20
34.69500515,25.06719185,43.60747697,34.52648983,25,20
34.26451878,20.41314983,36.70153258,46.47135277,25,20
27.56913523,14.16337027,20.56399455,23.25274736,20,20
18.74029988,10.98378134,26.04595533,32.04640704,20,20
34.83090643,32.194997,33.51521981,41.1862746,20,20
36.20586551,14.4099182,29.44150012,40.59307403,20,20
35.26821991,28.31051013,32.31597506,39.14585623,20,20
38.23952731,18.7244867,27.9958452,41.07787835,20,20
37.10569782,18.93606133,37.01744333,41.07541789,20,20
36.88497826,14.97953661,28.77435809,41.37816181,20,20
29.64137341,19.88316799,37.96364976,41.59704455,20,20
39.84973882,15.01974741,42.21950477,31.50780944,20,20
39.35641755,22.11248307,27.49248231,42.04129154,20,20
38.27163579,14.8574307,34.2536401,38.75632479,20,20
24.42685819,12.88199185,25.46973163,24.84587185,15,20
25.91950722,12.614732,23.21624214,24.58922015,15,20
22.7837826,13.16803992,24.49523751,25.09003754,15,20
27.62063661,10.72207805,29.13262343,19.39791438,15,20
33.42162902,15.35124669,26.41689644,28.232422,15,20
45.41728541,15.71898607,30.40389908,39.72896546,15,20
33.99474759,19.29513721,37.17825705,35.79384792,15,20
29.66453572,15.21351786,39.84937327,37.18350918,15,20
27.79239392,14.67721446,39.5545668,29.4520007,15,20
34.83328876,17.37413009,36.19514111,35.71156555,15,20
42.45529758,20.44612119,30.86974836,35.49212936,15,20
40.52454147,20.70026759,42.30616807,41.66537584,15,20
33.3824037,12.32266791,33.85384812,27.20114007,10,20
31.08330737,10.50150482,24.77874455,19.86185223,10,20
31.01988349,14.44098467,38.46948614,31.71356767,10,20
30.41403377,14.78320802,39.8946599,27.34477746,10,20
42.68918557,13.91722564,28.47762669,32.03263988,10,20
35.21649057,17.45555111,34.26302507,29.39893626,10,20
41.99409664,21.18258869,32.78510151,24.61048398,10,20
35.68451856,17.29731945,34.59732865,29.93170884,10,20
42.65310975,14.5860592,28.88357334,32.54551516,10,20
32.41573423,17.39587485,38.15116367,23.7258097,10,20
42.60431946,15.50672121,29.54209598,32.57999979,10,20
27.95312468,15.04365391,29.97648828,25.3067114,10,20
20.17048836,8.740104873,23.36602228,18.06028335,5,20
19.84448854,9.074749983,22.59919356,17.10497458,5,20
18.93936462,9.174430618,23.72120193,17.54102365,5,20
20.87984251,9.64431326,23.03153957,17.08385051,5,20
22.49068574,9.248783987,18.91842283,16.09508926,5,20
26.22902682,9.57133644,27.51713787,19.65018859,5,20
20.72479724,8.242177933,22.82824858,16.96374015,5,20
20.01088242,8.795849948,23.45369618,17.93196756,5,20
20.7495404,8.444936923,22.50308242,16.83758306,5,20
19.78574573,8.608582785,22.19875552,16.91387102,5,20
27.3571532,10.72736448,27.71621005,19.6571657,5,20
19.96826493,8.887729113,23.34760181,17.61671105,5,20
31.87121107,12.28617469,37.93779092,14.40258175,0,20
39.91243562,11.98535833,29.58530523,20.42601427,0,20
30.61993369,13.73189159,38.50554974,14.56474048,0,20
22.86355123,8.833591134,24.23042918,16.0607501,0,20
28.84249536,11.49739693,29.80089564,17.33075829,0,20
23.90977026,10.64347842,32.71974141,19.42221933,0,20
31.34694334,8.515731876,22.18904623,17.67362945,0,20
24.19542793,14.81442396,36.23767038,15.76498044,0,20
18.1709301,5.38543244,22.99809623,11.77704502,0,20
26.96501,8.870788182,27.39211338,16.0356074,0,20
26.18022623,9.708016265,25.51698464,14.038394,0,20
28.05995899,8.801127478,28.4272293,16.13223363,0,20
5.830631921,17.63782938,9.245547758,50.98945675,0,25
5.281305138,21.95557121,8.476500515,65.70610259,0,25
9.208839144,33.54815299,12.20558247,71.43221429,0,25
7.559177484,33.7563647,11.3238215,66.7712086,0,25
5.017885142,20.89538608,12.74954763,71.23508903,0,25
7.049079885,28.10963724,10.30226809,75.45037003,0,25
8.525060671,32.82183881,10.70668238,67.88104459,0,25
7.270665219,31.76154861,9.895889317,62.92659163,0,25
7.813400671,34.81812881,12.55667291,79.91430755,0,25
9.199088699,34.00130704,11.194934,78.3698748,0,25
7.469707854,34.36846482,13.10627591,79.53491638,0,25
9.647001638,27.2438794,13.68650804,57.1067686,0,25
5.546795984,16.33013586,9.980472206,42.349229,5,25
11.55133847,30.88916804,13.99991437,69.05803272,5,25
8.344763932,29.05891558,12.34244521,77.49077512,5,25
9.908347525,35.46831333,10.94365541,59.15318771,5,25
12.9127892,31.65817431,14.20219836,65.13425849,5,25
11.01827835,34.27365131,11.33189796,60.871374,5,25
7.470225045,32.29519783,10.63579544,62.378893,5,25
10.88987655,27.13350514,13.01820436,65.15179597,5,25
8.345395731,23.84027251,12.70403724,77.52399222,5,25
6.56241763,33.36642421,11.85263325,66.00250213,5,25
9.229896967,34.90383543,10.98501365,63.00755333,5,25
11.71131202,28.92801863,15.16924064,79.17072192,5,25
11.56610525,35.44705659,19.08230013,81.87874112,10,25
8.519309249,32.56036827,13.36973571,72.07663332,10,25
14.3968829,33.06184421,17.8187374,83.05525652,10,25
10.12524934,39.56476584,16.31588289,65.50209198,10,25
12.53771176,42.19797057,17.9381218,73.09237155,10,25
14.14385798,35.66837061,13.83901318,66.90373024,10,25
9.554229331,39.87456941,18.76975236,65.67285382,10,25
9.887906353,37.98520795,17.82153446,68.56831467,10,25
9.492320204,32.93795849,17.81824351,71.94966082,10,25
8.258427462,31.80951568,15.38364101,79.29962319,10,25
5.91074073,16.67289422,10.43633392,59.85658984,10,25
9.249576224,21.34556575,13.91255275,65.01053606,10,25
9.01864211,20.93854861,10.04859175,55.96689359,15,25
10.86012926,21.04741684,15.64197343,60.64794217,15,25
10.73743777,17.93140476,11.1027524,61.53305828,15,25
11.22989995,19.58566992,15.62545347,46.64888075,15,25
8.739533495,24.92151986,14.53169826,60.4721406,15,25
10.52986115,23.07511645,15.60770081,68.35085839,15,25
8.899939548,21.14844583,15.30892792,59.20606366,15,25
12.31415684,22.90409533,16.98934993,64.63140799,15,25
10.79805834,28.56077059,17.22780779,55.29309734,15,25
11.77360468,27.08061251,12.96210494,60.30219452,15,25
13.1780042,19.55048796,11.83805605,59.12305017,15,25
8.211406849,22.19842745,16.34435239,60.07047381,15,25
12.43486597,21.10376208,19.45975901,63.79294165,20,25
11.88932685,26.66149934,19.69591214,65.15331942,20,25
8.999782486,23.06650367,18.1621376,61.94340801,20,25
18.88804599,36.878764,25.7479668,84.9083489,20,25
14.96835051,26.93221845,17.67702567,63.93068282,20,25
15.93806899,27.78125535,18.88515457,68.8572719,20,25
16.95034424,26.66742006,16.78977703,67.52506986,20,25
18.78965183,34.1616934,24.96780361,85.3510049,20,25
17.71095641,27.60138633,17.15069621,67.87770544,20,25
18.49331494,30.81855811,18.34449045,79.1660867,20,25
8.125117776,18.05840834,14.51096879,66.56815035,20,25
8.859542087,23.84215538,17.47223561,59.77100293,20,25
15.09855683,29.42508378,25.93342866,80.44892529,25,25
22.69113461,39.24503043,24.64722895,84.12145238,25,25
21.22601239,41.45603985,26.71276101,82.79974183,25,25
19.85539103,28.5900285,33.31511604,69.37965605,25,25
14.48881417,27.08748573,24.19919318,73.87794278,25,25
14.81813891,20.98770632,19.95366544,75.41932584,25,25
20.19033241,38.99981045,22.06511552,67.78693051,25,25
14.40880323,29.18678908,22.63947393,72.76854384,25,25
24.16501791,33.25886045,23.37410436,77.67072388,25,25
16.52720845,38.20524654,25.48894129,81.76947669,25,25
14.23436462,20.20936588,20.3090295,72.20420938,25,25
13.71659725,21.4972927,15.01687629,57.90843498,25,25
15.97457775,21.04076905,25.31024932,65.04614498,30,25
27.01210829,35.99726657,27.37796368,88.67223011,30,25
23.44968817,29.84384557,35.52190888,86.5097202,30,25
21.24230772,26.87996525,28.59821346,72.36353092,30,25
23.72593789,29.71910689,33.49845742,87.18837404,30,25
24.86197161,27.4721253,22.55666344,81.13791566,30,25
23.64997928,35.84420092,33.70379019,85.97149234,30,25
20.69621813,37.5165695,27.61303849,73.0197614,30,25
21.38534902,28.85490845,34.61579676,65.13519239,30,25
24.9301577,37.53701404,26.51604867,85.16649214,30,25
25.20153463,41.82365046,25.81294058,87.23157256,30,25
20.99828375,31.29645954,27.4912259,85.8173184,30,25
15.44315458,23.88812189,24.6544427,54.03631355,35,25
13.41322062,17.31410806,21.30811125,47.9050034,35,25
14.31218835,23.05992979,20.9987318,48.97982367,35,25
19.15231902,14.55824114,29.08758623,40.38270607,35,25
15.11740581,15.65730679,19.04504008,43.11984252,35,25
16.19479495,17.02441515,18.40273529,39.60269668,35,25
13.4946141,20.00674133,14.4957548,46.75185426,35,25
12.13481417,16.48001715,19.70426616,44.30382269,35,25
14.42647388,18.93497381,23.73084444,56.71297863,35,25
14.33615971,23.23688433,26.1747756,56.01152003,35,25
11.68380725,21.39598455,25.19178816,38.0324151,35,25
16.64960843,25.2440854,26.76544848,55.71077465,35,25
20.86167391,22.50257371,30.42705417,53.72490081,40,25
22.63212477,16.15199656,28.71802514,51.27713856,40,25
24.22094979,21.28700885,32.45969605,59.366861,40,25
17.48727324,23.97987357,23.90910784,50.27766673,40,25
23.57501437,17.76503167,24.6631462,59.54434917,40,25
24.59573297,20.34365186,30.72532311,56.37725471,40,25
20.39165713,19.05586424,33.9248228,40.93967472,40,25
23.06972871,26.09307959,33.73807355,61.74689352,40,25
23.2889947,26.83883636,27.83097897,53.60696964,40,25
21.42431977,17.0438141,26.69982429,60.68042619,40,25
24.75434568,21.70588138,25.09241055,53.60148975,40,25
24.82572159,17.56951911,33.70993347,62.38875586,40,25
12.87192688,12.29392458,25.29134083,24.87708936,45,25
26.5875086,24.43688974,36.12569256,55.70430049,45,25
24.60626226,25.8460008,37.41370918,56.61484325,45,25
19.98221539,23.02672457,24.43225535,42.20422146,45,25
23.69030603,31.62135071,40.06927136,47.39700224,45,25
28.69318159,31.69140556,41.88217528,47.83268875,45,25
31.64930051,24.5805872,34.10062378,53.32095527,45,25
29.43389666,23.46628177,42.3173262,47.4855536,45,25
32.71821834,20.22303817,44.28402514,64.83895773,45,25
21.8320859,31.15106998,42.28575276,55.45928747,45,25
19.99846349,21.21296891,39.02014877,61.9788269,45,25
13.35329971,12.04134337,22.15484425,35.24636239,45,25
23.0914143,19.67568064,29.46179654,37.7322678,50,25
27.50994611,19.29157492,43.04647429,52.89463048,50,25
27.20446137,18.21242789,43.88554562,52.84561009,50,25
25.18117967,20.84433198,42.84854138,48.01855897,50,25
26.68812025,22.56949653,42.86642753,41.48883608,50,25
33.84127307,23.66863779,31.8847557,42.60353307,50,25
32.67189021,24.96213415,45.4518695,55.29611383,50,25
25.66154325,20.99695695,39.74041919,57.66413949,50,25
34.76434364,25.46685812,32.30445567,40.08195659,50,25
28.17364309,27.71383947,42.09793357,52.58897431,50,25
35.56215028,26.73470341,30.40795113,46.00692278,50,25
24.64715959,25.94912181,42.98701134,48.76665768,50,25
24.18420783,17.53681528,39.06743214,36.75048321,55,25
21.7135731,24.52329267,36.69443274,42.64008896,55,25
33.65809199,21.95603829,36.29787716,35.23526537,55,25
24.8776296,27.53719589,31.1482035,36.45969484,55,25
32.76238898,20.35275372,38.19416446,47.16818429,55,25
26.79931929,20.74832119,29.4866608,35.70685826,55,25
32.03446836,24.69528067,41.41381,39.0707554,55,25
28.13847795,28.72531338,29.94046455,35.68414176,55,25
34.29831736,30.89413021,45.42437252,31.97776812,55,25
22.45186217,24.73184989,46.00011346,46.42656846,55,25
25.92636301,15.8928206,42.55968273,43.05663972,55,25
22.16429447,16.08390629,41.16258571,36.67157971,55,25
18.00200965,8.416021819,26.30778827,24.97830305,60,25
37.01667055,21.34490469,45.06659778,38.34094849,60,25
31.29931086,22.96406232,45.21125104,40.36300919,60,25
35.80283567,21.37866066,43.04984234,36.83731601,60,25
29.29553937,17.53775999,42.56008,41.76190339,60,25
34.9703972,24.26109799,34.9808179,27.03143914,60,25
27.27868024,19.82518617,36.93208841,32.73437516,60,25
24.32453647,21.14549573,46.10666396,27.82342092,60,25
33.29471616,18.40562789,31.7729567,34.76645909,60,25
26.73216908,21.29667582,40.34193601,35.71586807,60,25
23.14760252,24.04088038,38.73626297,34.99619575,60,25
24.41388926,22.98221956,36.18263021,35.25581663,60,25
22.75697451,14.51607425,33.64762318,27.35373085,65,25
21.24957047,14.87674028,35.26688478,28.13952768,65,25
24.42855974,22.81071561,40.37073546,32.48522972,65,25
32.35255318,16.19274405,35.67845891,33.82760288,65,25
32.10595641,14.45781001,44.33871249,24.42192904,65,25
23.76912721,15.73127955,38.20910115,30.43895912,65,25
33.10507774,18.41598976,44.0240211,24.2620007,65,25
27.36301192,16.01382421,32.60408539,34.00168738,65,25
34.27958315,18.27412096,30.95286737,29.59234457,65,25
32.87936162,10.77633246,30.55423969,33.16878202,65,25
28.37543555,15.24966822,38.14971304,30.16727115,65,25
33.34748581,15.65418634,45.94068561,25.29154864,65,25
24.78010098,13.97371153,41.84885485,18.94541356,70,25
27.61922968,10.22395389,32.13553997,28.18530851,70,25
32.66013325,14.34317017,38.37904778,30.45750664,70,25
28.69230243,16.96965931,42.31737943,22.11467663,70,25
33.77186975,13.96864772,44.72004608,22.87578762,70,25
24.65871664,15.69941537,39.90687507,30.85236372,70,25
27.53579622,13.80363496,42.49853589,30.52536627,70,25
31.66134766,13.14534887,42.58795405,28.65651139,70,25
34.93329481,13.5541994,39.16487278,24.23621452,70,25
34.56408931,14.94088198,42.04430057,27.40443669,70,25
31.3408011,16.82589598,42.29759486,30.12755451,70,25
32.05421697,15.04816448,41.46359568,26.88998981,70,25
28.83750869,12.37980306,36.49538379,0.693580925,75,25
33.4243225,10.71553106,39.30554271,21.245515,75,25
33.43917625,16.11176285,40.14353465,24.90479902,75,25
28.54295602,14.41743097,37.99091,24.86214933,75,25
29.82803011,14.36525164,38.35232738,23.88088739,75,25
32.13923495,13.89984897,38.50657186,24.36301271,75,25
24.76778589,15.11871587,36.95153137,25.37380038,75,25
28.60157542,14.03988422,38.42308183,24.25335089,75,25
34.24225042,14.90439839,39.92287371,18.93511098,75,25
26.41631178,12.98977899,40.58037814,23.90016996,75,25
24.56683611,15.14165355,45.06228523,18.93854333,75,25
28.74666586,14.56574616,39.67798301,24.31520771,75,25
19.04936569,7.150994567,23.54633909,10.1541597,80,25
